Id,IdTipoIdentificacion,NumeroIdentificacion,Email,Nombres,Apellidos,FechaNacimiento,IdGenero,NumeroTelefono,ValorTransaccion,ValorDescuento,ValorImpuesto,ValorAdmon,Serie,IdTramite,Tramite,Clasificacion,Categoria,SegundaCategoria,IdEstado,Estado,FechaHoraOperacion,IdOrigen,NombreOrigen
319348,5,123456EEEE,ramon.valdez@yopmail.com,ramon,valdez Velez,'2000-01-01',2,3104444319,124032,6200,82705,10127,815001988205742,3,Recategorizar,317033,B2,,3,Anulado,'2021-09-28 12:38:09.597',4,Dea
319348,5,123456EEEE,ramon.valdez@yopmail.com,ramon,valdez Velez,'2000-01-01',2,3104444319,124032,6200,82705,10127,815001988205742,3,Recategorizar,317033,B2,,3,Anulado,'2021-09-28 12:48:04.730',4,Dea
319350,2,DDDD567890,ramon.valdez@yopmail.com,ramon,valdez,'2000-01-01',1,3104444319,124032,6200,82705,10127,872001644989600,1,PrimeraVez,317034,A2,,3,Anulado,'2021-09-28 14:46:34.573',4,Dea
319350,2,DDDD567890,ramon.valdez@yopmail.com,ramon,valdez,'2000-01-01',1,3104444319,124032,6200,82705,10127,872001644989600,1,PrimeraVez,317035,A2,,3,Anulado,'2021-09-28 14:46:34.573',4,Dea
319352,2,DDD456789D,ramon.valdez@yopmail.com,ramon,valdez,'2000-01-12',1,3104444319,149032,6200,82705,10127,823002034973748,1,PrimeraVez,317036,A2,,3,Anulado,'2021-09-28 15:35:56.773',4,Dea
319352,2,DDD456789D,ramon.valdez@yopmail.com,ramon,valdez,'2000-01-12',1,3104444319,149032,6200,82705,10127,823002034973748,1,PrimeraVez,317037,A2,,3,Anulado,'2021-09-28 15:35:56.773',4,Dea
319353,5,DD12345DDD,ramon.valdez@yopmail.com,ramon,valdez,'2000-10-10',2,3104444319,898732,5900,82705,10127,869001701133112,1,PrimeraVez,317038,C1,,3,Anulado,'2021-09-28 16:02:05.207',4,Dea
319353,5,DD12345DDD,ramon.valdez@yopmail.com,ramon,valdez,'2000-10-10',2,3104444319,898732,5900,82705,10127,869001701133112,1,PrimeraVez,317039,C1,,3,Anulado,'2021-09-28 16:02:05.207',4,Dea
319354,5,123BCCDDEE,ramon.valdez@yopmail.com,ramon,valdez,'2000-12-12',2,3104444319,148832,6000,82705,10127,821000169854350,1,PrimeraVez,317040,A2,,4,Usado,'2021-09-28 16:17:09.193',4,Dea
319354,5,123BCCDDEE,ramon.valdez@yopmail.com,ramon,valdez,'2000-12-12',2,3104444319,148832,6000,82705,10127,821000169854350,1,PrimeraVez,317041,A2,,4,Usado,'2021-09-28 16:17:09.193',4,Dea
319355,5,1234DDDDDD,ramon.villagran@yopmail.com,ramon,valdez,'2000-12-12',1,3104444319,149032,6200,82705,10127,851000369373447,1,PrimeraVez,317042,A2,,4,Usado,'2021-09-29 10:39:18.723',4,Dea
319355,5,1234DDDDDD,ramon.villagran@yopmail.com,ramon,valdez,'2000-12-12',1,3104444319,149032,6200,82705,10127,851000369373447,1,PrimeraVez,317043,A2,,4,Usado,'2021-09-29 10:39:18.723',4,Dea
319356,5,123PPPPPPP,ramon.valdez@yopmail.com,ramon,valdez,'2000-12-12',1,3104444319,149032,6200,82705,10127,850000864340518,1,PrimeraVez,317044,A2,,4,Usado,'2021-09-29 11:56:38.723',4,Dea
319357,1,12345688,mariadevaldez@yopmail.com,Martina,Velez,'1990-03-15',1,3212322485,163415,6200,28917,6962,932001542359348,1,PrimeraVez,317047,A1,,6,Referencia Vencida,'2023-11-18 00:55:01.417',2,Cocacola
319358,1,12345688,mariadevaldez@yopmail.com,Martina,Velez,'1990-03-15',1,3212322485,163415,6200,28917,6962,957001659012522,1,PrimeraVez,317048,A1,,6,Referencia Vencida,'2023-11-18 00:55:01.417',2,Cocacola
319359,1,645645,mariadevaldez@yopmail.com,gdfgdf,dfgdfg,'1990-04-11',1,3246546456,899232,6400,82705,10127,873000873858071,1,PrimeraVez,317049,A1,,6,Referencia Vencida,'2023-11-18 00:55:01.417',4,Dea
319360,1,12345670,correotestproject@yopmail.com,Martina,Velez,'1990-03-15',1,3212322485,899232,6400,82705,10127,889000275032255,1,PrimeraVez,317050,A2,,6,Referencia Vencida,'2023-11-18 00:55:01.417',4,Dea
319361,1,12345670,correotestproject@yopmail.com,Martina,Velez,'1990-03-15',1,3212322485,899232,6400,82705,10127,862000353422968,1,PrimeraVez,317051,A2,,6,Referencia Vencida,'2023-11-18 00:55:01.417',4,Dea
319362,1,12345670,correotestproject@yopmail.com,Martina,Velez,'1990-03-15',1,3212322485,899232,6400,82705,10127,859000800724569,1,PrimeraVez,317052,A2,,6,Referencia Vencida,'2023-11-18 00:55:01.417',4,Dea
319363,1,12345670,correotestproject@yopmail.com,Martina,Velez,'1990-03-15',1,3212322485,899232,6400,82705,10127,881002092588457,1,PrimeraVez,317053,A2,,6,Referencia Vencida,'2023-11-18 00:55:01.417',4,Dea
319364,1,12345670,correotestproject@yopmail.com,Martina,Velez,'1990-03-15',1,3212322485,899232,6400,82705,10127,881000847676318,1,PrimeraVez,317054,A2,,6,Referencia Vencida,'2023-11-18 00:55:01.417',4,Dea
319365,1,12345670,correotestproject@yopmail.com,Martina,Velez,'1990-03-15',1,3212322485,899232,6400,82705,10127,867001439557955,1,PrimeraVez,317055,A2,,6,Referencia Vencida,'2023-11-18 00:55:01.417',4,Dea
319366,1,12345670,correotestproject@yopmail.com,Martina,Velez,'1990-03-15',1,3212322485,899232,6400,82705,10127,829000722509407,1,PrimeraVez,317056,A2,,6,Referencia Vencida,'2023-11-18 00:55:01.417',4,Dea
319367,1,12345670,correotestproject@yopmail.com,Martina,Velez,'1990-03-15',1,3212322485,899232,6400,82705,10127,835000168165400,1,PrimeraVez,317057,A2,,6,Referencia Vencida,'2023-11-18 00:55:01.417',4,Dea
319368,1,12345670,correotestproject@yopmail.com,Martina,Velez,'1990-03-15',1,3212322485,899232,6400,82705,10127,887000138494307,1,PrimeraVez,317058,A2,,6,Referencia Vencida,'2023-11-18 00:55:01.417',4,Dea
319369,1,12345670,correotestproject@yopmail.com,Martina,Velez,'1990-03-15',1,3212322485,899232,6400,82705,10127,870001674024347,1,PrimeraVez,317059,A2,,6,Referencia Vencida,'2023-11-18 00:55:01.417',4,Dea
319370,1,12345670,correotestproject@yopmail.com,Martina,Velez,'1990-03-15',1,3212322485,899232,6400,82705,10127,811001720893636,1,PrimeraVez,317060,A2,,6,Referencia Vencida,'2023-11-18 00:55:01.417',4,Dea
319371,1,12345670,correotestproject@yopmail.com,Martina,Velez,'1990-03-15',1,3212322485,899232,6400,82705,10127,836001129826518,1,PrimeraVez,317061,A2,,6,Referencia Vencida,'2023-11-18 00:55:01.417',4,Dea
319372,1,12345670,correotestproject@yopmail.com,Martina,Velez,'1990-03-15',1,3212322485,899232,6400,82705,10127,896000955299147,1,PrimeraVez,317062,A2,,6,Referencia Vencida,'2023-11-18 00:55:01.417',4,Dea
319373,1,12345670,correotestproject@yopmail.com,Martina,Velez,'1990-03-15',1,3212322485,899232,6400,82705,10127,856001181704906,1,PrimeraVez,317063,A2,,6,Referencia Vencida,'2023-11-18 00:55:01.417',4,Dea
319374,1,12345670,correotestproject@yopmail.com,Martina,Velez,'1990-03-15',1,3212322485,899232,6400,82705,10127,804000852930458,1,PrimeraVez,317064,A2,,6,Referencia Vencida,'2023-11-18 00:55:01.417',4,Dea
319375,1,12345670,correotestproject@yopmail.com,Martina,Velez,'1990-03-15',1,3212322485,899232,6400,82705,10127,867000114402144,1,PrimeraVez,317065,A2,,6,Referencia Vencida,'2023-11-18 00:55:01.417',4,Dea
319376,1,12345670,correotestproject@yopmail.com,Martina,Velez,'1990-03-15',1,3212322485,899232,6400,82705,10127,893002001610936,1,PrimeraVez,317066,A2,,6,Referencia Vencida,'2023-11-18 00:55:01.417',4,Dea
319377,1,12345670,correotestproject@yopmail.com,Martina,Velez,'1990-03-15',1,3212322485,899232,6400,82705,10127,848000277060536,1,PrimeraVez,317067,A2,,6,Referencia Vencida,'2023-11-18 00:55:01.417',4,Dea
319378,1,12345670,correotestproject@yopmail.com,Martina,Velez,'1990-03-15',1,3212322485,899232,6400,82705,10127,891000328033969,1,PrimeraVez,317068,A2,,6,Referencia Vencida,'2023-11-18 00:55:01.417',4,Dea
319379,1,12345670,correotestproject@yopmail.com,Martina,Velez,'1990-03-15',1,3212322485,899232,6400,82705,10127,831001053873782,1,PrimeraVez,317069,A2,,6,Referencia Vencida,'2023-11-18 00:55:01.417',4,Dea
319380,1,12345670,correotestproject@yopmail.com,Martina,Velez,'1990-03-15',1,3212322485,899232,6400,82705,10127,891001912051827,1,PrimeraVez,317070,A2,,6,Referencia Vencida,'2023-11-18 00:55:01.417',4,Dea
319381,1,12345670,correotestproject@yopmail.com,Martina,Velez,'1990-03-15',1,3212322485,899232,6400,82705,10127,815001967732237,1,PrimeraVez,317071,A2,,6,Referencia Vencida,'2023-11-18 00:55:01.417',4,Dea
319382,1,12345670,correotestproject@yopmail.com,Martina,Velez,'1990-03-15',1,3212322485,899232,6400,82705,10127,838000723774694,1,PrimeraVez,317072,A2,,6,Referencia Vencida,'2023-11-18 00:55:01.417',4,Dea
319383,1,12345670,correotestproject@yopmail.com,Martina,Velez,'1990-03-15',1,3212322485,899232,6400,82705,10127,800001272390983,1,PrimeraVez,317073,A2,,6,Referencia Vencida,'2023-11-18 00:55:01.417',4,Dea
319384,1,12345670,correotestproject@yopmail.com,Martina,Velez,'1991-01-01',1,3212322485,163315,6100,28917,6962,903001053271065,1,PrimeraVez,317074,C1,,6,Referencia Vencida,'2023-11-18 00:55:01.417',2,Cocacola
319385,1,12345670,correotestproject@yopmail.com,Martina,Velez,'1991-01-01',1,3212322485,163315,6100,28917,6962,968001655076931,1,PrimeraVez,317075,C1,,6,Referencia Vencida,'2023-11-18 00:55:01.417',2,Cocacola
319386,1,12345670,correotestproject@yopmail.com,Martina,Velez,'1991-01-01',1,3212322485,163315,6100,28917,6962,920001139781636,1,PrimeraVez,317076,C1,,6,Referencia Vencida,'2023-11-18 00:55:01.417',2,Cocacola
319387,1,645645,mariadevaldez@yopmail.com,gdfgdf,dfgdfg,'1990-10-11',1,3246546456,163315,6100,28917,6962,902001678695550,1,PrimeraVez,317077,C1,,6,Referencia Vencida,'2023-11-18 00:55:01.417',2,Cocacola
319388,1,12345670,correotestproject@yopmail.com,Martina,Velez,'1991-01-01',1,3212322485,163315,6100,28917,6962,994000622677803,1,PrimeraVez,317078,C1,,6,Referencia Vencida,'2023-11-18 00:55:01.417',2,Cocacola
319389,1,12345670,correotestproject@yopmail.com,Martina,Velez,'1991-01-01',1,3212322485,163315,6100,28917,6962,957001055206386,1,PrimeraVez,317079,C1,,6,Referencia Vencida,'2023-11-18 00:55:01.417',2,Cocacola
319390,1,12345670,correotestproject@yopmail.com,Martina,Velez,'1991-01-01',1,3212322485,163315,6100,28917,6962,912001303423916,1,PrimeraVez,317080,C1,,4,Usado,'2022-05-25 10:58:11.120',2,Cocacola
319391,1,12345670,ramon.villagran@yopmail.com,Martina,Velez,'1991-01-01',1,3104444319,163315,6100,28917,6962,998000074847671,1,PrimeraVez,317081,C1,,3,Anulado,'2021-12-01 18:46:42.690',2,Cocacola
319392,1,12345670,correotestproject@yopmail.com,Martina,Velez,'1991-01-01',1,3212322485,163315,6100,28917,6962,983000029394250,1,PrimeraVez,317082,C1,,6,Referencia Vencida,'2023-11-18 00:55:01.417',2,Cocacola
319393,1,12345670,correotestproject@yopmail.com,Martina,Velez,'1991-01-01',1,3212322485,163315,6100,28917,6962,975000081333826,1,PrimeraVez,317083,C1,,6,Referencia Vencida,'2023-11-18 00:55:01.417',2,Cocacola
319394,1,12345670,correotestproject@yopmail.com,Martina,Velez,'1991-01-01',1,3212322485,163315,6100,28917,6962,993000343895954,1,PrimeraVez,317084,C1,,6,Referencia Vencida,'2023-11-18 00:55:01.417',2,Cocacola
319395,1,12345670,correotestproject@yopmail.com,Martina,Velez,'1991-01-01',1,3212322485,163315,6100,28917,6962,915000613981931,1,PrimeraVez,317085,C1,,6,Referencia Vencida,'2023-11-18 00:55:01.417',2,Cocacola
319400,1,34234234,aaaaaaaaaa@qqqqqqq.cp,Martina,Salazar,'1999-01-12',1,3219999999,179771,6100,28917,6962,966000841365025,2,Refrendacion,317086,B2,,4,Usado,'2021-11-26 17:55:48.570',2,Cocacola
319401,1,1053820723,danielatobon_17@yopmail.com,JESSICA DANIELA ,RENFONFO VANEGAS ,'1992-08-29',2,3126103785,812132,6300,82705,10127,881000626181071,1,PrimeraVez,317087,B1,,4,Usado,'2021-09-14 20:38:38.703',4,Dea
319402,1,5822966,ramon.villagran@yopmail.com,jesus,villagran,'1996-06-06',1,3104444319,163015,6000,28917,6962,982000295957013,1,PrimeraVez,317088,A2,,3,Anulado,'2021-11-24 19:36:21.750',2,Cocacola
319403,1,5821965,ramon.villagran@yopmail.com,jesus,villagran,'1997-07-07',1,3104444319,499032,6200,82705,10127,813001074743204,1,PrimeraVez,317089,B1,,6,Referencia Vencida,'2023-11-18 00:55:01.417',4,Dea
319408,1,5160336,jvillagranp@yopmail.com,jesus,villagran,'1995-05-05',1,3104444319,163215,6200,28917,6962,936001371724954,1,PrimeraVez,317090,A2,,3,Anulado,'2021-12-01 17:32:47.863',2,Cocacola
319409,1,75395261,cleotilde@yopmail.com,Juan,Prtez,'2000-10-20',1,3112206118,175012,6000,28917,6962,939000047865939,1,PrimeraVez,317091,B1,,6,Referencia Vencida,'2023-11-18 00:55:01.417',2,Cocacola
319410,1,75395261,cleotilde@yopmail.com,Juan,Prtez,'2000-10-20',1,3112206118,175012,6000,28917,6962,913000837444872,1,PrimeraVez,317092,B1,,6,Referencia Vencida,'2023-11-18 00:55:01.417',2,Cocacola
319411,1,123423544,compra_pines@yopmail.com,Valentina,Velez,'1989-08-26',2,3213590848,47179,6300,28917,6962,941001503603279,2,Refrendacion,317093,C2,,4,Usado,'2022-03-10 18:34:16.257',2,Cocacola
319428,1,123423544,compra_pines@yopmail.com,Valentina,Velez,'1989-08-26',2,3213590848,365999,6500,82705,10127,873001638587842,3,Recategorizar,317094,C2,,3,Anulado,'2021-12-07 07:39:01.113',4,Dea
319485,1,123789,mariadevaldez@yopmail.com,SOFIA,Velez,'1990-10-10',2,3246546456,149132,6300,82705,10127,890001977160042,1,PrimeraVez,317109,B1,,4,Usado,'2021-12-17 12:25:15.877',4,Dea
371076,1,43543533,serafina.mesa@yopmail.com,prueba,Serafina cert,'1997-12-11',1,3104444319,264432,7300,36449,8199,969000860176788,1,PrimeraVez,367586,B1,A2,6,Referencia Vencida,'2023-11-18 00:55:01.417',7,Dea
371077,1,43543533,serafina.mesa@yopmail.com,prueba,Serafina cert,'1997-12-11',1,3104444319,5100132,7300,82705,10127,850001817353062,1,PrimeraVez,367587,B1,,6,Referencia Vencida,'2023-11-18 00:55:01.417',4,Dea
371078,1,1015472875,serafina.mesa@yopmail.com,Serafina,Prueba,'1997-12-11',1,3104444319,264432,7300,36449,8199,940000979617922,1,PrimeraVez,367588,B1,A2,6,Referencia Vencida,'2023-11-18 00:55:01.417',7,Dea
371079,1,2580963,serafina.mesa@yopmail.com,Serafina,Prueba,'1997-12-11',1,3104444319,600132,7300,82705,10127,894000315746590,1,PrimeraVez,367589,A2,A2,6,Referencia Vencida,'2023-11-18 00:55:01.417',4,Dea
371080,1,1431123,serafina.mesa@yopmail.com,Serafina,cea,'1997-12-11',1,3104444319,5100132,7300,82705,10127,803001649087797,1,PrimeraVez,367590,B1,,3,Anulado,'2023-06-22 10:23:25.307',4,Dea
371081,1,1019016465,sgordillo@yopmail.com,Sergio,Gordillo,'1987-04-09',1,1111111111,264832,7700,36449,8199,933001466125996,1,PrimeraVez,367591,B1,A2,6,Referencia Vencida,'2023-11-18 00:55:01.417',2,Cocacola
371082,1,1019016465,sgordillo@yopmail.com,SERGIO,GORDILLO,'1987-04-09',1,1111111111,265032,7900,36449,8199,902000354500687,2,Refrendacion,367592,B2,A2,6,Referencia Vencida,'2023-11-18 00:55:01.417',2,Cocacola
371083,1,94525376,bob.marley@yopmail.COM,CARLOS,marley,'1978-10-15',1,3104444319,194004,7700,36449,8199,913001838161943,1,PrimeraVez,367593,A1,,2,Activo,'2023-06-23 12:55:06.377',2,Cocacola
371084,1,1019016465,SGORDILLO@yopmail.COM,SERGIO,GORDILLO,'1986-10-15',1,3107896540,194004,7700,36449,8199,954002121809557,1,PrimeraVez,367594,A1,,6,Referencia Vencida,'2023-11-18 00:55:01.417',2,Cocacola
371085,1,79818026,mariadevaldez@yopmail.com,Martina,Velez,'1990-04-30',1,3000000000,350232,7400,82705,10127,852001307006022,1,PrimeraVez,367595,C1,,6,Referencia Vencida,'2023-11-18 00:55:01.417',4,Dea
371087,1,1019016465,SGORDILLO@yopmail.COM,SERGIO,GORDILLO,'1978-08-15',1,3107896540,183865,7700,82705,10127,805001737996033,1,PrimeraVez,367596,A1,,6,Referencia Vencida,'2023-11-18 00:55:01.417',4,Dea
371093,1,1019016465,SGORDILLO@yopmail.COM,SERGIO,GORDILLO,'1986-08-15',1,3107896540,183865,7700,82705,10127,859000417915015,1,PrimeraVez,367597,A1,,6,Referencia Vencida,'2023-11-18 00:55:01.417',4,Dea
371099,1,94525376,SGORDILLO@yopmail.COM,CARLOS,GORDILLO,'1986-10-15',1,3107896540,194004,7700,36449,8199,987001167485804,2,Refrendacion,367598,B1,,2,Activo,'2023-06-23 13:18:18.977',2,Cocacola
371100,1,94525376,SGORDILLO@yopmail.COM,CARLOS,GORDILLO,'1986-08-15',1,3107896540,194004,7700,36449,8199,978000066014654,1,PrimeraVez,367599,A1,,2,Activo,'2023-06-23 14:51:42.447',2,Cocacola
371101,1,94525376,bob.marley@yopmail.com,CARLOS,marley,'1978-10-15',1,3104444319,194004,7700,36449,8199,930000231561104,1,PrimeraVez,367600,B1,,3,Anulado,'2023-07-15 05:21:47.400',2,Cocacola
371102,1,94525376,cam2149@yopmail.com,CARLOS,marley,'1978-10-15',1,3104444319,933865,7700,82705,10127,816000573836819,1,PrimeraVez,367601,B1,,2,Activo,'2023-06-23 16:54:57.437',4,Dea
371108,1,94525376,bob.marley@yopmail.com,CARLOS,marley,'1978-10-15',1,3104444319,933865,7700,82705,10127,854001502336461,1,PrimeraVez,367602,B1,,2,Activo,'2023-06-23 18:26:09.473',4,Dea
371114,1,1030593633,MarioMartina.parraleon@yopmail.com,Mario,PARRA,'1991-05-31',1,1030593633,193804,7500,36449,8199,937001253054245,2,Refrendacion,367603,B1,,6,Referencia Vencida,'2023-11-18 00:55:01.417',7,Dea
371115,2,3331159,enrique.araujo@yopmail.com,Enrique,Araujo,'1993-06-05',1,3192512504,193804,7500,36449,8199,939000251991698,2,Refrendacion,367604,B1,,6,Referencia Vencida,'2023-11-18 00:55:01.417',2,Cocacola
371116,1,94525376,bob.marley@yopmail.com,CARLOS,marley,'1978-10-15',1,3104444319,194004,7700,36449,8199,978001078042896,1,PrimeraVez,367605,A1,,2,Activo,'2023-06-27 07:05:22.370',2,Cocacola
371117,1,1072704751,juan.muneraramirez@yopmail.com,Juan,Munera,'1994-12-18',1,3118971342,5100332,7500,82705,10127,888000969460602,1,PrimeraVez,367606,B1,,6,Referencia Vencida,'2023-11-18 00:55:01.417',4,Dea
371118,1,43432114,serafina.mesa@yopmail.com,Aspirante,Serafina,'1997-12-11',1,3104444319,193804,7500,36449,8199,977001038958843,1,PrimeraVez,367607,A2,,6,Referencia Vencida,'2023-11-18 00:55:01.417',7,Dea
371119,2,4323432,Serafina.castr@yopmail.com,Aspirante,Serafina,'1997-12-11',2,3104444319,5099832,7000,82705,10127,861000853331803,1,PrimeraVez,367608,B1,,6,Referencia Vencida,'2023-11-18 00:55:01.417',4,Dea
371120,5,3123321,serafina.mesa@yopmail.com,Aspirante,Cert,'1997-12-11',1,3104444319,183565,7400,82705,10127,800001350998864,3,Recategorizar,367609,B2,,3,Anulado,'2023-06-27 09:42:38.303',4,Dea
371126,13,3421234,serafina.mesa@yopmail.com,Aspirante,Serafina,'1997-12-11',1,3104444319,2600132,7300,82705,10127,896000561988705,1,PrimeraVez,367611,B1,,6,Referencia Vencida,'2023-11-18 00:55:01.417',4,Dea
371128,1,2342324,serafina.mesa@yopmail.com,Serafina,cedula,'1997-12-11',1,3104444319,193604,7300,36449,8199,914001796968532,1,PrimeraVez,367612,B1,,6,Referencia Vencida,'2023-11-18 00:55:01.417',7,Dea
371129,1,9028376,serafina.mesa11@yopmail.com,usuario Serafina,certificacion pre,'1997-12-11',1,3172364947,2600132,7300,82705,10127,863001835441361,1,PrimeraVez,367613,B1,null,2,Activo,'2023-06-28 11:12:56.590',4,Dea
371131,2,3335591,ej.araujo@outlook.com,Enrique,Araujo,'1993-06-05',1,3192512504,193804,7500,36449,8199,931001959102927,2,Refrendacion,367614,B1,,6,Referencia Vencida,'2023-11-18 00:55:01.417',2,Cocacola
371132,2,5432567,serafina.mesa@yopmail.com,Aspirante,Serafina,'1997-12-11',2,3104444319,193304,7000,36449,8199,926001248361855,1,PrimeraVez,367615,A2,,6,Referencia Vencida,'2023-11-18 00:55:01.417',2,Cocacola
371133,1,3212341,serafina.mesa@yopmail.com,Aspirante,Cedula,'1997-12-11',1,3104444319,2600132,7300,82705,10127,833001316801489,1,PrimeraVez,367616,B1,,6,Referencia Vencida,'2023-11-18 00:55:01.417',4,Dea
371135,1,63543020,aurasantis@yopmail.com,Aura,Santisteban,'1983-10-07',2,3124356829,193904,7600,36449,8199,968000572870744,2,Refrendacion,367617,B1,,6,Referencia Vencida,'2023-11-18 00:55:01.417',2,Cocacola
371136,1,1098652463,fjaimes.375@yopmail.com,Fabiola ,Jaimes ,'1988-04-26',2,1098652463,193704,7400,36449,8199,952000571398604,1,PrimeraVez,367618,A1,,6,Referencia Vencida,'2023-11-18 00:55:01.417',2,Cocacola
371137,1,94525376,bob.marley@yopmail.com,CARLOS,marley,'1978-10-15',1,3104444319,194004,7700,36449,8199,935001082312105,1,PrimeraVez,367619,A1,,3,Anulado,'2023-07-14 19:02:07.373',2,Cocacola
371138,1,94525376,cam2149@yopmail.com,CARLOS,marley,'1978-10-15',1,3104444319,194004,7700,36449,8199,981001790952216,2,Refrendacion,367620,B1,,2,Activo,'2023-06-29 21:11:45.423',2,Cocacola
